Rating_Number,Votes_Number,Computer_Score,Group_Rank,Group_Rank_Size,Total_Rank,Total_Rank_Size,PPI,HDMI,WiFi,Inbuilt Microphone,Bluetooth,SSD Interface,Keyboard,Microphone In,Speakers,Keyboard Backlit,Anti Glare Screen,GPU,Model,Series,Size,Warranty,Device Type,Touch,Processor,Resolution,OS,Battery,Features,Generation,RAM,Optical Drive,Adapter Type,Solid State Drive,Cache,Battery Details,Dimensions,Touchpad,Headphone Jack,Camera,Speed,RAM Bus Speed,Cores,Sales Package,Weight,Security Lock Port,Brand,Utility,USB Ports,Process Node,Ethernet,Type,Price
4.3,4,3,146,345,1772,2352,~ 157PPI,1 x HDMI 1.4 Port,Wi-Fi 6 (802.11ax),Built-in Array Microphone,v5,No,"Backlit Chiclet Keyboard, Yes",Yes,Built-in Speakers,Yes,No,Intel Integrated UHD,TP470EA-EC311WS,VivoBook Flip 14,14inches,1year Onsite Warranty,Hybrid,Yes,11th Gen Intel Core i3 1115G4,1920x1080pixels,Windows 11 Home (64-bit),"42Wh, 3 Cell Battery","LED Backlit, Brightness: 250 nits, Color Gamut: 45% NTSC, Glossy Display, Screen-to-Body Ratio: 82",11th Gen,8GB LPDDR4X,No,65W AC Adapter,512GB,6MB,No,324x220x18.7mm,"Stylus, Stylus Holder",Yes,Yes,2 x (Turbo Speed upto 4.1GHz) Cores,No,"Dual Core, 4 Threads","Laptop, Battery, Adapter, Cables and User Manuals",1.5kg,No,Intel,Performance,"1 x USB 3.0, 1 x USB 2.0",No,No,"Full HD, IPS-level Panel","39,799"
4.25,70,2,12,231,78,2352,~ 100PPI,1 x HDMI Port,802.11 b/g/n/ax,integrated digital microphone,v5,No,Full-size keyboard with numeric keypad,Yes,Built-in Speakers,No,Yes,Intel UHD,250 G8 6X4B3PA,Core i3,15.6inches,1year Warranty,Netbook,No,11th Gen Intel Core i3 1115G4,1366x768pixels,Windows 11 Home (64-bit),3 Cell Battery,HD LED Backlit Display,11th Gen,8GB DDR4,No,No,512GB,6MB,No,No,Multi-Touch Gestures Enabled,Yes,Yes,2 x (Turbo Speed upto 4.1GHz) Cores,2666MHz,"Dual Core, 4 Threads",No,No,No,Intel,Everyday Use,1 x USB 3.0,No,No,LED,"1,57,900"
4.1,211,3,173,260,1694,2352,~ 141PPI,1 x HDMI v2.0b Port,Wi-Fi 6 (802.11ax),Built-In Array Microphone (AI Noise Cancelling),v5.1,No,"4-Zone RGB Backlit Chiclet Keyboard, Yes",Yes,Built-In Dual Speakers,Yes,Yes,NVIDIA GeForce RTX 3050,G513QC-HN088TS,ROG Strix G15,15.6inches,1year Onsite Warranty,Netbook,No,5th Gen AMD Ryzen 5  5600H,1920x1080pixels,Windows 10 Home (64-bit),"56Wh, 4 Cell Battery","Full HD LED Backlit, Adaptive-Sync Display (144Hz Refresh Rate)",5th Gen,8GB DDR4,No,200 W AC Adapter,1TB,16MB,No,354x259x26mm,Yes,Yes,No,6 x 3.3GHz (Turbo Speed upto 4.2GHz) Cores,3200MHz,"Hexa Core, 12 Threads","Laptop, Power Adaptor, User Guide, Warranty Documents",2.1kg,No,AMD,"Gaming, Performance","1 x USB Type-C, 3 x USB 3.0",No,10/100/1000 Mbps,IPS,"51,999"
4,293,3,268,319,2213,2352,~ 157PPI,1 x HDMI Port,"Wi-Fi 5 (802.11ac) 2*2, Wi-Fi 5 (802.11ac) 2*2",Yes,v4.2,NVMe PCIe Gen3,Chiclet Keyboard,Yes,Built In Speaker,No,Yes,Intel Integrated Intel UHD,X415EA-EK326WS,Vivobook 14,14inches,1year Onsite Warranty,Netbook,No,11th Gen Intel Core i3 1115G4,1920x1080pixels,Windows 11 Home (64-bit),"37Wh, 2 Cell Battery","250nits, NTSC: 45%",11th Gen,8GB DDR4,No,No,512GB,6MB,Li-ion,325.4x216x19.9mm,MultiGesture Touchpad,Yes,Yes,2 x 3GHz (Turbo Speed upto 4.1GHz) Cores,No,"Dual Core, 4 Threads","Laptop, Power Adaptor, User Guide",1.6kg,Yes,Intel,"Everyday Use, Business, Performance","1 x USB Type-C, 1 x USB 3.0, 2 x USB 2.0",10 nm SuperFin,No,"IPS-level Panel, FHD","35,990"
4.65,108,2,37,270,451,2352,~ 141PPI,1 x HDMI 1.4 Port,802.11ac 1x1,Yes,v5,No,Yes,Yes,Yes,Yes,Yes,AMD Radeon Radeon Graphics,Inspiron 3525,Inspiron,15.6inches,1year Onsite Warranty,Netbook,No,3rd Gen AMD Ryzen 3 3250U,1920x1080pixels,Windows 11 Home (64-bit),3 Cell Battery,No,3rd Gen,8GB DDR4,No,No,256GB,4MB,No,No,Yes,No,Yes,2 x 2.6GHz (Turbo Speed upto 3.5GHz) Cores,3200MHz,"Dual Core, 4 Threads","Laptop, battery, adapter, cables and user manuals",1.68kg,Kensington Lock Port,AMD,Everyday Use,"2 x USB 3.0, 1 x USB 2.0",No,Yes,FHD,"84,555"
4.05,61,3,43,345,1279,2352,~ 141PPI,1 x HDMI 1.4b Port,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi,Integrated Dual Array Digital Microphones,v5,No,"Full-size, Backlit Natural Silver Keyboard with Numeric Keypad",Yes,Dual Speakers,Yes,Yes,NVIDIA GeForce MX450,15s-du3519TX,Core i5,15.6inches,1year Onsite Warranty,Ultrabook,No,11th Gen Intel Core i5 1135G7,1920x1080pixels,Windows 11 Home (64-bit),"41Wh, 3 Cell Battery","Micro-edge, Brightness: 250 nits, 141 ppi Color Gamut: 45%NTSC",11th Gen,8GB DDR4,No,No,512GB,8MB,No,358x242x19.9mm,Touchpad with Multi-touch Gesture Support,Yes,Yes,4 x 2.4GHz (Turbo Speed upto 4.2GHz) Cores,3200MHz,"Quad Core, 8 Threads","Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",1.75kg,No,Intel,Performance,"1 x USB Type-C, 2 x USB 2.0",No,Integrated 10/100/1000 GbE LAN,IPS,"37,990"
4.05,75,3,59,272,1252,2352,~ 141PPI,1 x HDMI 1.4b Port,Yes,Yes,Yes,No,Yes,Yes,Dual Stereo Speakers,No,Yes,AMD Radeon Vega 8 Graphics,62Y23PA,255 G8,15.6inches,1year Warranty,Netbook,No,3rd Gen AMD Ryzen 3  3250U,1920x1080pixels,Windows 11 Home (64-bit),3 Cell Battery,No,3rd Gen,8GB DDR4,No,No,512GB,4MB,No,376x246x22.5mm,Yes,No,Yes,2 x 2.6GHz (Turbo Speed upto 3.5GHz) Cores,No,"Dual Core, 4 Threads",Laptop 1 ; Adapter 1 ; Power Cable 1,1.78kg,Yes,AMD,Everyday Use,2 x USB 2.0,No,Integrated 10/100/1000 GbE NIC,FHD SVA WLED-backlit,"42,990"
4.45,161,2,242,376,1223,2352,~ 141PPI,1 x HDMI Port,802.11a/b/g/n/ac wireless LAN,Built-in Dual Microphone,v5,No,100-/101-/104-key FineTip keyboard with independent numeric keypad,Yes,Built-in Dual Speakers,No,No,Intel Integrated UHD,A315-58,Aspire 3,15.6inches,1year Warranty,Ultrabook,No,11th Gen Intel Core i3 1115G4,1920x1080pixels,Windows (64-bit),2 Cell Battery,No,11th Gen,8GB DDR4,No,No,256GB,6MB,No,363.4x238.4x19.9mm,Yes,Yes,Yes,2 x (Turbo Speed upto 4.1GHz) Cores,No,"Dual Core, 4 Threads","Laptop, Power Adaptor, User Guide, Warranty Documents",1.7kg,No,Intel,Performance,"2 x USB 3.0, 1 x USB 2.0",No,"Gigabit Ethernet, Wake-on-LAN Ready",Full HD Acer Comfy View LED-backlit TFT LCD,"69,998"
4.45,144,3,27,178,1694,2352,~ 141PPI,1 x HDMI 2.1 Port,MediaTek Wi-Fi CERTIFIED 6 MT7921 (2x2),Integrated Dual Array Digital Microphones,v5.2,No,"Full-size, backlit, Natural Silver keyboard with numeric keypad, Yes",Yes,Dual Speakers,Yes,Yes,NVIDIA GeForce MX550,15-EG2019TX,Pavilion,15.6inches,1year Onsite Warranty,Ultrabook,No,12th Gen Intel Core i5 1235U,1920x1080pixels,Windows 11 Home (64-bit),"41Wh, 3 Cell Battery","FHD, IPS, Micro-edge, Low Blue Light (Brightness 300 nits, 141 ppi Color Gamut 100%sRGB)",12th Gen,16GB DDR4,No,No,512GB,12MB,No,360x234x17.9mm,HP Imagepad with multi-touch gesture support,Yes,Yes,2 x 1.3GHz (Turbo Speed upto 4.4GHz) Performance Cores  8 x 900MHz (Turbo Speed upto 3.3GHz) Efficient Cores,3200MHz,"10 Cores (2P + 8E), 12 Threads","Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",1.75kg,No,Intel,Performance,"1 x USB Type-C, 2 x USB 2.0",10 nm,No,IPS,"31,990"
4.2,263,3,266,345,2071,2352,~ 141PPI,1 x HDMI 1.4 Port,Wi-Fi 6(802.11ax),Built-in Microphone,v5,No,"Backlit Chiclet Keyboard with Num-key, Yes",Yes,Built-in speaker,Yes,No,AMD Radeon Graphics,KM513UA-L713WS,VivoBook K15 OLED,15.6inches,1year Onsite Warranty,Ultrabook,No,5th Gen AMD Ryzen 7  5700U,1920x1080pixels,Windows 11 Home (64-bit),"42Wh, 3 Cell Battery","600 nits Peak Brightness, 100% DCI-P3 Color Gamut",5th Gen,16GB DDR4,No,65W AC Adapter,512GB,8MB,No,359.8x235.3x18.6mm,Yes,Yes,Yes,8 x 1.8GHz (Turbo Speed upto 4.3GHz) Cores,No,"Octa Core, 16 Threads","Laptop, Power Adaptor, User Guide, Warranty Documents",1.8kg,No,AMD,Performance,"1 x USB Type-C, 1 x USB 3.0, 2 x USB 2.0",No,No,FHD,"38,900"
3.9,85,3,224,270,1401,2352,~ 157PPI,1 x HDMI 1.4 Port,Wi-Fi 6(802.11ax) Dual band) 2x2,Built-in Microphone,v5,No,Chiclet Keyboard,Yes,Built-in Speakers,Yes,Yes,Intel Integrated Iris Xe,X1402ZA-MW512WS,Vivobook 14 (2022),14inches,1year Onsite Warranty,Ultrabook,Yes,12th Gen Intel Core i5 1240P,1920x1080pixels,Windows 11 Home (64-bit),"42Wh, 3 Cell Battery","250nits, 45% NTSC color gamut",12th Gen,16GB DDR4,No,No,512GB,12MB,No,324.9x213.9x19.9mm,Yes,No,Yes,4 x 1.7GHz (Turbo Speed upto 4.4GHz) Performance Cores  8 x 1.2GHz (Turbo Speed upto 3.3GHz) Efficient Cores,No,"12 Cores (4P + 8E), 16 Threads","Laptop, Power Adaptor, User Guide, Warranty Documents",1.5kg,No,Intel,Performance,"1 x USB Type-C, 2 x USB 3.0, 1 x USB 2.0",12 nm,No,"LED Backlit LCD, IPS-level Panel,","85,749"
4.4,1,2,113,481,854,2352,~ 157PPI,1 x HDMI Port,802.11 b/g/n,Dual Array Digital Microphone,v4.2,No,Standard Notebook Keyboard,Yes,Stereo Speakers,No,No,Intel UHD 620,NS14A2IN216P,Core i5,14inches,1 Year,Netbook,No,8th Gen Intel Core i5 8250U,1920x1080pixels,Windows 10 Home Basic (64-bit),2 Cell Battery,Full HD LED Backlit Display,8th Gen,8GB DDR3,No,No,512GB,6MB,No,333x222x16mm,Multi-Touch Gestures Enabled,Yes,Yes,4 x 1.6GHz (Turbo Speed upto 3.4GHz) Cores,1600MHz,"Quad Core, 8 Threads",No,1.46kg,No,Intel,Everyday Use,2 x USB 3.0,No,No,LED,"59,990"
4.15,112,2,129,453,854,2352,~ 141PPI,1 x HDMI Port,IEEE 802.11a/b/g/n/ac/ax,Yes,v5.2,NVMe,No,Yes,Stereo Speakers,Yes,Yes,AMD Radeon,FMV MH 4ZR1K10326,FMV MH,15.6inches,2years Warranty,Hybrid,No,5th Gen AMD Ryzen 7 5825U,1920x1080pixels,\u200eWindows 11 Home (64-bit),4 Cell Battery,"Full HD, Brightness: 400 nits, 100% sRGB",5th Gen,16GB DDR4,No,65 Watts,512GB,16MB,No,357x230x19.1mm,Yes,Yes,Yes,8 x 2GHz (Turbo Speed upto 4.5GHz) Cores,3200MHz,"Octa Core, 16 Threads",No,1.37kg,No,AMD,"Business, Performance","2 x USB Type-C, 3 x USB 3.0",No,Yes,LED,"62,990"
4.35,92,3,344,453,1494,2352,~ 141PPI,1 x HDMI Port,Yes,Integrated Dual Array Digital Microphone,Yes,No,"Full-size 4 Zone RGB Backlit Mica Silver Keyboard (26-Key Rollover Anti-ghosting Key Technology), Yes",Yes,Built-in Dual Speakers,Yes,No,NVIDIA GeForce RTX 3050Ti,16-n0049AX,Omen,16inches,1year Onsite Warranty,Netbook,No,6th Gen AMD Ryzen 7  6800H,1920x1080pixels,Windows 11 Home (64-bit),"52.2Wh, 3 Cell Battery","Full HD LED Backlit IPS Micro-edge Display (250 nits Brightness, 45% NTSC Color Gamut, 144 Hz Refresh Rate)",6th Gen,16GB DDR4,No,No,512GB,16MB,No,No,HP Imagepad with Multi-touch Gesture Support (Precision Touchpad Support),Yes,Yes,8 x 3.2GHz (Turbo Speed upto 4.7GHz) Cores,No,"Octa Core, 16 Threads","Laptop, Power Adaptor, User Guide, Warranty Documents",No,No,AMD,"Gaming, Performance",3 x USB 3.0,No,Yes,LED,"66,490"
4.35,102,2,47,453,585,2352,~ 141PPI,1 x HDMI 1.4b Port,Wi-Fi 6 11AX (2x2),Yes,v5,NVMe PCIe Gen4,English (India),Yes,Stereo,Yes,Yes,Integrated Intel UHD Graphics,82TW0019IH,S14,14inches,1year Warranty,Hybrid,No,12th Gen Intel Core i5 1235U,1920x1080pixels,Windows 11 Home (64-bit),45Wh Battery,"45% NTSC, 300 Nits",12th Gen,8GB DDR4,No,65W Adapter,512GB,12MB,45Wh,No,Yes,Yes,Yes,2 x 1.3GHz (Turbo Speed upto 4.4GHz) Performance Cores  8 x 900MHz (Turbo Speed upto 3.3GHz) Efficient Cores,3200MHz,"10 Cores (2P + 8E), 12 Threads",No,No,No,Intel,"Everyday Use, Performance","1 x USB Type-C, 1 x USB 3.0, 1 x USB 2.0",10 nm,No,IPS,"64,990"
4.4,80,2,153,227,963,2352,~ 147PPI,1 x HDMI 1.4b Port,802.11ac 1x1 Wi-Fi,Yes,v5,No,English Keyboard,Yes,Yes,No,Yes,Intel Integrated UHD,"V15 ITL G2, V15 ITL Gen 2",Core i3,15inches,1year Onsite Warranty,Ultrabook,No,11th Gen Intel Core i3 1115G4,1920x1080pixels,Windows 10 Home (64-bit),2 Cell Battery,No,11th Gen,4GB DDR4,No,No,256GB,6MB,No,359.2x235.8x19.9mm,Yes,Yes,Yes,2 x (Turbo Speed upto 4.1GHz) Cores,No,"Dual Core, 4 Threads","Laptop, Power Adaptor, User Guide, Warranty Documents",1.7kg,No,Intel,Performance,"1 x USB 3.0, 1 x USB 2.0",No,No,Full HD TN LED Display,"1,04,990"
4.15,63,3,295,447,1471,2352,~ 282PPI,1 x HDMI v2.0a Port,IEEE 802.11ax,Built-in Array Microphone,v5,No,"Backlit Chiclet Keyboard with Num-key, Yes",Yes,Built-in Speaker,Yes,No,NVIDIA Geforce RTX 2060,UX581LV-H2035T,Core i9,15.6inches,1year Onsite Warranty,Netbook,Yes,10th Gen Intel Core i9 10980HK,3840x2160pixels,Windows 10 Home (64-bit),"71Wh, 8 Cell Battery","UHD (4K) OLED Glossy IPS-Level Touch Display (DCI-P3: 100% Color Gamut, 400 nits Brightness, 133% sRGB Color Gamut, 89% Screen-to-body Ratio)",10th Gen,32GB DDR4,No,230 W AC Adapter,1TB,16MB,No,356x224x24mm,ScreenPad Plus ((14 inch 3840 x 1100 Pixel (4K) IPS Panel Support Stylus) (with NumberPad Support)),Yes,Yes,8 x 2.4GHz (Turbo Speed upto 5.3GHz) Cores,2933MHz,"Octa Core, 16 Threads","Laptop, Power Adaptor, Stylus, Plamrest, Stand, User Guide, Warranty Documents",2.5kg,No,Intel,"Gaming, Performance",2 x USB 3.0,No,No,OLED,"56,800"
4.3,307,3,189,319,2058,2352,~ 141PPI,1 x HDMI 1.4b Port,11ac 2x2,Yes,v5,No,Spill Resistant Keyboard,Yes,1.5W x 2 Dolby Audio Speakers,No,No,Intel Integrated UHD,"82KB00M0IH, V15",V15,15.6inches,1year Warranty,Ultrabook,No,11th Gen Intel Core i3 1115G4,1920x1080pixels,Windows 10 Home (64-bit),No,No,11th Gen,4GB DDR4,No,No,256GB,6MB,No,No,Yes,Yes,Yes,2 x (Turbo Speed upto 4.1GHz) Cores,No,"Dual Core, 4 Threads","Laptop, Adapter & User Manuals",No,No,Intel,Performance,"1 x USB 3.0, 1 x USB 2.0",No,100/1000M,LED,"34,990"
4.35,77,1,8,35,34,2352,~ 100PPI,1 x HDMI Port,802.11 b/g/n/ax,integrated digital microphone,v5,No,Full-size keyboard with numeric keypad,Yes,Built-in Speakers,No,Yes,Intel UHD,250 G8 (3Y668PA),Core i3,15.6inches,1year Warranty,Netbook,No,11th Gen Intel Core i3 1115G4,1366x768pixels,Windows 10 Professional (64-bit),3 Cell Battery,HD LED Backlit Display,11th Gen,8GB DDR4,No,No,512GB,6MB,No,358x242x19.9mm,Multi-Touch Gestures Enabled,Yes,Yes,2 x (Turbo Speed upto 4.1GHz) Cores,2666MHz,"Dual Core, 4 Threads",No,1.74kg,No,Intel,Everyday Use,1 x USB 3.0,No,No,LED,"2,69,990"
4.4,95,3,326,345,2222,2352,~ 141PPI,1 x HDMI 1.4b Port,IEEE 802.11a/b/g/n/ac,Yes,v5,No,No,Yes,No,No,Yes,Intel UHD Graphics,15s-dr2514TU,Core i3,15.6inches,1year Warranty,Netbook,No,11th Gen Intel Core i3 1115G4,1920x1080pixels,Windows 11 Home (64-bit),3 Cell Battery,"Micro-Edge, Bright View, Color Gamut: 45% NTSC, 250 Nits Brightness, FHD Display",11th Gen,8GB DDR4,No,No,256GB,6MB,No,No,Yes,Yes,Yes,2 x (Turbo Speed upto 4.1GHz) Cores,No,"Dual Core, 4 Threads",No,No,No,Intel,Everyday Use,"1 x USB Type-C, 2 x USB 3.0",No,No,IPS Screen,"39,999"
4.4,85,3,201,345,1757,2352,~ 189PPI,1 x HDMI 2.1 Port,Wi-Fi 6E(802.11ax) (Triple band) 2*2,Built-in Aarray Microphone,v5.2,NVMe PCIe Gen4,"Backlit Chiclet Keyboard RGB, Yes",Yes,2x 2W Dual-force Woofer with Smart Amp Technology,Yes,Yes,NVIDIA GeForce RTX 4090,GU604VY-NM058WS,ROG Zephyrus M16,16inches,1year Onsite Warranty,Netbook,No,13th Gen Intel Core i9 13900H,2560x1600pixels,Windows 11 Home (64-bit),"90Wh, 4 Cell Battery","3ms Response Time (G2G), 1200 nits Brightness",13th Gen,32GB DDR5,No,280W AC Adapter,2TB,24MB,90WHrs,355x246x21.1mm,Yes,Yes,Yes,6 x 2.6GHz (Turbo Speed upto 5.4GHz) Performance Cores  8 x 1.9GHz (Turbo Speed upto 4.1GHz) Efficient Cores,4800MHz,"14 Cores (6P + 8E), 20 Threads","Laptop, Power Adaptor, User Guide, Warranty Documents",2.3kg,No,Intel,Performance,"2 x USB Type-C, 2 x USB 3.0",10 nm,10/100/1000/2500 Mbps,Mini LED,"38,000"
4.4,111,3,335,345,2261,2352,~ 141PPI,1 x HDMI 1.4 Port,802.11ac,Yes,v5,No,"English International Non , No",Yes,Yes,Yes,Yes,AMD Radeon Vega Graphics,Inspiron 3515,Inspiron,15.6inches,1year Onsite Warranty,Ultrabook,No,3rd Gen AMD Ryzen 5  3450U,1920x1080pixels,Windows 10 (64-bit),3 Cell Battery,No,3rd Gen,8GB DDR4,No,No,256GB,No,No,236x358x20mm,Yes,Yes,Yes,4 x 2.1GHz Cores,2666MHz,Quad Core,"Laptop, battery, adapter, cables and user manuals",1.85kg,Kensington Lock Port,AMD,Everyday Use,"2 x USB 3.0, 1 x USB 2.0",No,Available,Full HD,"37,990"
4.15,58,1,7,20,18,2352,~ 141PPI,1 x HDMI Port,Intel Wireless Wi-Fi 6 AX201,Built-in Dual Microphones,v5.1,NVMe PCIe Gen4,"FineTip with Independent Numeric Keypad (International Language Support), Yes",Yes,Built-in Dual Speakers,Yes,No,NVIDIA GeForce MX450,A515-56G,Aspire 5,15.6inches,1year Warranty,Ultrabook,No,11th Gen Intel Core i5 1135G7,1920x1080pixels,Windows 11 Home (64-bit),"48Wh, 3 Cell Battery","45% NTSC Color Gamut, Wide viewing angle up to 170 degrees, Ultra-slim design, Mercury free, environment friendly",11th Gen,16GB DDR4,No,65 W AC Adapter,512GB,8MB,\u200e48 Watt Hours,363.4x238.5x17.9mm,Multi-gesture Support,Yes,Yes,4 x 2.4GHz (Turbo Speed upto 4.2GHz) Cores,No,"Quad Core, 8 Threads","Laptop, Power Adaptor, User Guide, Warranty Documents",1.7kg,Kensington Lock Slot,Intel,Performance,"1 x USB Type-C, 3 x USB 3.0",No,"Gigabit Ethernet, Wake-on-LAN Ready",IPS,"3,64,990"
4.55,70,2,90,260,1309,2352,~ 141PPI,1 x HDMI 1.4b Port,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2),Integrated Dual Array Digital Microphone,v5,NVMe,"Full-size, natural silver keyboard with numeric keypad",Yes,Built-in Dual Speakers,No,Yes,AMD Radeon Graphics,15s-eq2212AU,15s,15.6inches,1year Onsite Warranty,Ultrabook,No,5th Gen AMD Ryzen 3  5300U,1920x1080pixels,Windows 11 Home (64-bit),"41Wh, 3 Cell Battery","250 nits, 45% NTSC, micro-edge",5th Gen,8GB DDR4,No,65 W Smart AC power adapter,512GB,4MB,41 Wh Li-ion,242x358x17.9mm,HP Imagepad with multi-touch gesture support; Precision Touchpad support,Yes,Yes,4 x 2.6GHz (Turbo Speed upto 3.8GHz) Cores,3200MHz,"Quad Core, 8 Threads","Laptop, Power Adaptor, User Guide, Warranty Documents",1.69kg,No,AMD,Performance,"1 x USB Type-C, 2 x USB 3.0",No,No,No,"51,990"
4.2,79,2,63,447,775,2352,~ 127PPI,1 x HDMI v2.0b Port,Wi-Fi 6(802.11ax) (Dual band) 2*2,Built-in array microphone,v5.3,NVMe PCIe Gen4,Backlit Chiclet Keyboard 1-Zone RGB,Yes,Dual Speakers,Yes,Yes,NVIDIA GeForce RTX 4050,FA777XU-HX026WS,TUF Gaming A17,17.3inches,1year Onsite Warranty,Netbook,No,7th Gen AMD Ryzen 9 7940HS,1920x1080pixels,Windows 11 Home (64-bit),"90Wh, 4 Cell Battery","G-Sync, MUX Switch + NVIDIA Advanced Optimus",7th Gen,16GB DDR5,No,240W AC Adapter,1TB,16MB,90 WHrs,399x268x24.8mm,Yes,Yes,720p HD camera,8 x 4GHz (Turbo Speed upto 5.2GHz) Cores,4800MHz,"Octa Core, 16 Threads","Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",2.6kg,Yes,AMD,Gaming,"2 x USB Type-C, 2 x USB 3.0",TSMC 4nm FinFET,10/100/1000 Mbps,IPS Display,"54,990"
4.1,240,3,71,345,1498,2352,~ 141PPI,1 x HDMI 2.1 Port,Realtek 6 (2x2),Built-in Dual Array Digital Microphones,v5.3,NVMe,"Full-size, soft grey keyboard with numeric keypad",Yes,Built-in Dual Speakers,No,Yes,Intel Integrated Integrated,15-fd0011TU,Core i5,15.6inches,1year Onsite Warranty,Ultrabook,No,13th Gen Intel Core i5 1335U,1920x1080pixels,Windows 11 Home (64-bit),"41Wh, 3 Cell Battery","Brightness: 250 nits, Color Gamut: 45%NTSC",13th Gen,8GB DDR4,No,No,512GB,12MB,41 Wh Li-ion Battery,No,Yes,Yes,HP Wide Vision 720p HD camera,2 x (Turbo Speed upto 4.6GHz) Performance Cores  8 x (Turbo Speed upto 3.4GHz) Efficient Cores,No,"10 Cores (2P + 8E), 12 Threads","Laptop, Power Adaptor, User Guide, Warranty Documents",1.75kg,No,Intel,Performance,"1 x USB Type-C, 2 x USB 3.0",10nm,No,No,"37,990"
4.2,89,2,10,139,129,2352,~ 157PPI,1 x HDMI Port,Wi-Fi 6E Wireless LAN (IEEE 802.11a/b/g/n/ac/ax),Yes,v5.1,NVMe,Full-size FineTip Keyboard,Yes,Stereo Speakers,Yes,Yes,AMD Radeon Graphics,NX.KG3SI.003,Swift Go,14inches,1year Warranty,Netbook,No,7th Gen AMD Ryzen 5  7530U,1920x1080pixels,Windows 11 Home (64-bit),"50Wh, 3 Cell Battery","300 nits Brightness, ComfyView",7th Gen,16GB,No,65 Watts USB Type-C,512GB,16MB,50 Whrs Li-ion,321.7x211.7x15.9mm,Multi-Gesture Touchpad,Yes,Yes,6 x 2GHz (Turbo Speed upto 4.5GHz) Cores,No,"Hexa Core, 12 Threads",No,1.25kg,Kensington lock slot,AMD,Everyday Use,"2 x USB Type-C, 1 x USB 3.0, 1 x USB 2.0",No,No,LED-Backlit,"1,34,990"
4.05,63,3,400,453,1765,2352,~ 157PPI,1 x HDMI Port,IEEE 802.11b/g/n,No,v4.2,No,Island-style Keyboard,Yes,Built-in Dual Speakers,No,No,Intel HD Graphics 615,NS13A1IN018P,Liber,13.3inches,1year Onsite Warranty,Ultrabook,No,7th Gen Intel Core i5 7Y54,1920x1080pixels,Windows 10 Home (64-bit),2 Cell Battery,Backlit IPS Display,7th Gen,8GB DDR3,No,No,512GB,4MB,No,315x212x15mm,Yes,Yes,Yes,2 x 1.2GHz (Turbo Speed upto 3.2GHz) Cores,1600MHz,"Dual Core, 4 Threads","Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",1.35kg,No,Intel,Performance,"1 x USB Type-C, 2 x USB 3.0",No,No,LCD,"62,990"
4.05,90,2,216,481,1143,2352,~ 166PPI,1 x HDMI Port,IEEE802.11ax,Yes,v5.1,No,No,Yes,Stereo Speakers,Yes,Yes,Intel Iris Xe Graphics,4ZR1K06212,UH-X,13.3inches,2years Warranty,Hybrid,No,12th Gen Intel Core i7 1255U,1920x1080pixels,\u200eWindows 11 Home (64-bit),4 Cell Battery,"Full HD, Brightness: 400 nits, 100% sRGB",12th Gen,16GB,No,No,512GB,12MB,No,309x215x17mm,Yes,Yes,Yes,2 x 1.7GHz (Turbo Speed upto 4.7GHz) Performance Cores  8 x 1.2GHz (Turbo Speed upto 3.5GHz) Efficient Cores,4266MHz,"10 Cores (2P + 8E), 12 Threads",No,878g,No,Intel,"Business, Performance","2 x USB Type-C, 2 x USB 3.0",10 nm,Yes,LED,"59,990"
4.6,72,3,413,481,1731,2352,~ 137PPI,1 x HDMI 2.0 Port,Yes,Dual Array Digital Microphones,Yes,No,Mica Silver Keyboard with Numeric Keypad,Yes,Dual Speakers,Yes,Yes,NVIDIA GeForce RTX 3060,16-e0361ax,Victus,16.1inches,1year Warranty,Netbook,No,5th Gen AMD Ryzen 7 5800H,1920x1080pixels,\u200eWindows 11 Home (64-bit),4 Cell Battery,"Low Blue Light, 300 nits, 144 Hz Refresh Rate, 7 ms response time",5th Gen,16GB DDR4,No,No,512GB,16MB,No,370x262x24mm,Yes,Yes,No,8 x 3.2GHz (Turbo Speed upto 4.4GHz) Cores,3200MHz,"Octa Core, 16 Threads","\u200eLaptop, Power Adapter, User Manuals",2.48kg,No,AMD,Gaming,"1 x USB Type-C, 1 x USB 3.0",No,Yes,IPS,"59,490"
4.2,63,2,135,315,755,2352,~ 166PPI,1 x HDMI Port,Wifi 6,Yes,Yes,No,No,Yes,Stereo Speakers,No,Yes,Intel Iris Xe Graphics,CH FPC02548LK,CH,13.3inches,1year Warranty,Netbook,No,11th Gen Intel Core i5 1135G7,1920x1080pixels,\u200eWindows 11 Home (64-bit),No,No,11th Gen,16GB LPDDR4X,No,No,512GB,8MB,No,307x207x16mm,Yes,Yes,Yes,4 x 2.4GHz (Turbo Speed upto 4.2GHz) Cores,4266MHz,"Quad Core, 8 Threads","\u200eLaptop, Adaptor, Ac-cable, Quick Start Guide",998g,No,Intel,Everyday Use,"2 x USB Type-C, 1 x USB 3.0",No,No,No,"89,990"
